MPCt-12,MPCt-11,MPCt-10,MPCt-9,MPCt-8,MPCt-7,MPCt-6,MPCt-5,MPCt-4,MPCt-3,MPCt-2,MPCt-1
3.378668576,4.764173416,4.963101471,2.942907593,4.910022584,3.031221582,3.125976868,3.247311828,4.357298475,4.620267386,3.178294574,3.542294439
4.764173416,4.963101471,2.942907593,4.910022584,3.031221582,3.125976868,3.247311828,4.357298475,4.620267386,3.178294574,3.542294439,3.076923077
4.963101471,2.942907593,4.910022584,3.031221582,3.125976868,3.247311828,4.357298475,4.620267386,3.178294574,3.542294439,3.076923077,3.142857143
2.942907593,4.910022584,3.031221582,3.125976868,3.247311828,4.357298475,4.620267386,3.178294574,3.542294439,3.076923077,3.142857143,3.341689884
4.910022584,3.031221582,3.125976868,3.247311828,4.357298475,4.620267386,3.178294574,3.542294439,3.076923077,3.142857143,3.341689884,4.444444444
3.031221582,3.125976868,3.247311828,4.357298475,4.620267386,3.178294574,3.542294439,3.076923077,3.142857143,3.341689884,4.444444444,5.130836326
3.125976868,3.247311828,4.357298475,4.620267386,3.178294574,3.542294439,3.076923077,3.142857143,3.341689884,4.444444444,5.130836326,3.17510724
3.247311828,4.357298475,4.620267386,3.178294574,3.542294439,3.076923077,3.142857143,3.341689884,4.444444444,5.130836326,3.17510724,4.375857191
4.357298475,4.620267386,3.178294574,3.542294439,3.076923077,3.142857143,3.341689884,4.444444444,5.130836326,3.17510724,4.375857191,2.961442441
4.620267386,3.178294574,3.542294439,3.076923077,3.142857143,3.341689884,4.444444444,5.130836326,3.17510724,4.375857191,2.961442441,3.090909091
3.178294574,3.542294439,3.076923077,3.142857143,3.341689884,4.444444444,5.130836326,3.17510724,4.375857191,2.961442441,3.090909091,3.449465333
3.542294439,3.076923077,3.142857143,3.341689884,4.444444444,5.130836326,3.17510724,4.375857191,2.961442441,3.090909091,3.449465333,4.616449977
3.076923077,3.142857143,3.341689884,4.444444444,5.130836326,3.17510724,4.375857191,2.961442441,3.090909091,3.449465333,4.616449977,4.964539007
3.142857143,3.341689884,4.444444444,5.130836326,3.17510724,4.375857191,2.961442441,3.090909091,3.449465333,4.616449977,4.964539007,3.14067759
3.341689884,4.444444444,5.130836326,3.17510724,4.375857191,2.961442441,3.090909091,3.449465333,4.616449977,4.964539007,3.14067759,4.076245028
4.444444444,5.130836326,3.17510724,4.375857191,2.961442441,3.090909091,3.449465333,4.616449977,4.964539007,3.14067759,4.076245028,3.126954346
5.130836326,3.17510724,4.375857191,2.961442441,3.090909091,3.449465333,4.616449977,4.964539007,3.14067759,4.076245028,3.126954346,3.10304564
3.17510724,4.375857191,2.961442441,3.090909091,3.449465333,4.616449977,4.964539007,3.14067759,4.076245028,3.126954346,3.10304564,3.449703588
4.375857191,2.961442441,3.090909091,3.449465333,4.616449977,4.964539007,3.14067759,4.076245028,3.126954346,3.10304564,3.449703588,4.556780939
2.961442441,3.090909091,3.449465333,4.616449977,4.964539007,3.14067759,4.076245028,3.126954346,3.10304564,3.449703588,4.556780939,5.437729394
3.090909091,3.449465333,4.616449977,4.964539007,3.14067759,4.076245028,3.126954346,3.10304564,3.449703588,4.556780939,5.437729394,3.279456547
3.449465333,4.616449977,4.964539007,3.14067759,4.076245028,3.126954346,3.10304564,3.449703588,4.556780939,5.437729394,3.279456547,4.722552871
4.616449977,4.964539007,3.14067759,4.076245028,3.126954346,3.10304564,3.449703588,4.556780939,5.437729394,3.279456547,4.722552871,3.126954346
4.964539007,3.14067759,4.076245028,3.126954346,3.10304564,3.449703588,4.556780939,5.437729394,3.279456547,4.722552871,3.126954346,3.081448296
3.14067759,4.076245028,3.126954346,3.10304564,3.449703588,4.556780939,5.437729394,3.279456547,4.722552871,3.126954346,3.081448296,3.642857143
4.076245028,3.126954346,3.10304564,3.449703588,4.556780939,5.437729394,3.279456547,4.722552871,3.126954346,3.081448296,3.642857143,4.175383543
3.126954346,3.10304564,3.449703588,4.556780939,5.437729394,3.279456547,4.722552871,3.126954346,3.081448296,3.642857143,4.175383543,5.263185596
3.10304564,3.449703588,4.556780939,5.437729394,3.279456547,4.722552871,3.126954346,3.081448296,3.642857143,4.175383543,5.263185596,3.106234214
3.449703588,4.556780939,5.437729394,3.279456547,4.722552871,3.126954346,3.081448296,3.642857143,4.175383543,5.263185596,3.106234214,4.515100598
4.556780939,5.437729394,3.279456547,4.722552871,3.126954346,3.081448296,3.642857143,4.175383543,5.263185596,3.106234214,4.515100598,3.261648746
5.437729394,3.279456547,4.722552871,3.126954346,3.081448296,3.642857143,4.175383543,5.263185596,3.106234214,4.515100598,3.261648746,3.077396523
3.279456547,4.722552871,3.126954346,3.081448296,3.642857143,4.175383543,5.263185596,3.106234214,4.515100598,3.261648746,3.077396523,3.50877193
4.722552871,3.126954346,3.081448296,3.642857143,4.175383543,5.263185596,3.106234214,4.515100598,3.261648746,3.077396523,3.50877193,3.847633705
3.126954346,3.081448296,3.642857143,4.175383543,5.263185596,3.106234214,4.515100598,3.261648746,3.077396523,3.50877193,3.847633705,5.467654119
3.081448296,3.642857143,4.175383543,5.263185596,3.106234214,4.515100598,3.261648746,3.077396523,3.50877193,3.847633705,5.467654119,3.226326911
3.642857143,4.175383543,5.263185596,3.106234214,4.515100598,3.261648746,3.077396523,3.50877193,3.847633705,5.467654119,3.226326911,3.855820625
4.175383543,5.263185596,3.106234214,4.515100598,3.261648746,3.077396523,3.50877193,3.847633705,5.467654119,3.226326911,3.855820625,3.22684737
5.263185596,3.106234214,4.515100598,3.261648746,3.077396523,3.50877193,3.847633705,5.467654119,3.226326911,3.855820625,3.22684737,3.011333535
3.106234214,4.515100598,3.261648746,3.077396523,3.50877193,3.847633705,5.467654119,3.226326911,3.855820625,3.22684737,3.011333535,3.352913072
4.515100598,3.261648746,3.077396523,3.50877193,3.847633705,5.467654119,3.226326911,3.855820625,3.22684737,3.011333535,3.352913072,2.947309101
3.261648746,3.077396523,3.50877193,3.847633705,5.467654119,3.226326911,3.855820625,3.22684737,3.011333535,3.352913072,2.947309101,5.134899913
3.077396523,3.50877193,3.847633705,5.467654119,3.226326911,3.855820625,3.22684737,3.011333535,3.352913072,2.947309101,5.134899913,3.156060054
3.50877193,3.847633705,5.467654119,3.226326911,3.855820625,3.22684737,3.011333535,3.352913072,2.947309101,5.134899913,3.156060054,4.112908198
3.847633705,5.467654119,3.226326911,3.855820625,3.22684737,3.011333535,3.352913072,2.947309101,5.134899913,3.156060054,4.112908198,3.247480403
5.467654119,3.226326911,3.855820625,3.22684737,3.011333535,3.352913072,2.947309101,5.134899913,3.156060054,4.112908198,3.247480403,3.22684737
3.226326911,3.855820625,3.22684737,3.011333535,3.352913072,2.947309101,5.134899913,3.156060054,4.112908198,3.247480403,3.22684737,3.236245955
3.855820625,3.22684737,3.011333535,3.352913072,2.947309101,5.134899913,3.156060054,4.112908198,3.247480403,3.22684737,3.236245955,4.582777271
3.22684737,3.011333535,3.352913072,2.947309101,5.134899913,3.156060054,4.112908198,3.247480403,3.22684737,3.236245955,4.582777271,6.396588486
3.011333535,3.352913072,2.947309101,5.134899913,3.156060054,4.112908198,3.247480403,3.22684737,3.236245955,4.582777271,6.396588486,3.63175112
3.352913072,2.947309101,5.134899913,3.156060054,4.112908198,3.247480403,3.22684737,3.236245955,4.582777271,6.396588486,3.63175112,4.677869801
2.947309101,5.134899913,3.156060054,4.112908198,3.247480403,3.22684737,3.236245955,4.582777271,6.396588486,3.63175112,4.677869801,3.571428571
5.134899913,3.156060054,4.112908198,3.247480403,3.22684737,3.236245955,4.582777271,6.396588486,3.63175112,4.677869801,3.571428571,3.109617231
3.156060054,4.112908198,3.247480403,3.22684737,3.236245955,4.582777271,6.396588486,3.63175112,4.677869801,3.571428571,3.109617231,3.705075954
4.112908198,3.247480403,3.22684737,3.236245955,4.582777271,6.396588486,3.63175112,4.677869801,3.571428571,3.109617231,3.705075954,6.200972109
3.247480403,3.22684737,3.236245955,4.582777271,6.396588486,3.63175112,4.677869801,3.571428571,3.109617231,3.705075954,6.200972109,5.031055901
3.22684737,3.236245955,4.582777271,6.396588486,3.63175112,4.677869801,3.571428571,3.109617231,3.705075954,6.200972109,5.031055901,3.573981415
3.236245955,4.582777271,6.396588486,3.63175112,4.677869801,3.571428571,3.109617231,3.705075954,6.200972109,5.031055901,3.573981415,5.300485388
4.582777271,6.396588486,3.63175112,4.677869801,3.571428571,3.109617231,3.705075954,6.200972109,5.031055901,3.573981415,5.300485388,3.334444815
6.396588486,3.63175112,4.677869801,3.571428571,3.109617231,3.705075954,6.200972109,5.031055901,3.573981415,5.300485388,3.334444815,3.077633318
3.63175112,4.677869801,3.571428571,3.109617231,3.705075954,6.200972109,5.031055901,3.573981415,5.300485388,3.334444815,3.077633318,3.450655625
4.677869801,3.571428571,3.109617231,3.705075954,6.200972109,5.031055901,3.573981415,5.300485388,3.334444815,3.077633318,3.450655625,5.022291421
3.571428571,3.109617231,3.705075954,6.200972109,5.031055901,3.573981415,5.300485388,3.334444815,3.077633318,3.450655625,5.022291421,6.25
3.109617231,3.705075954,6.200972109,5.031055901,3.573981415,5.300485388,3.334444815,3.077633318,3.450655625,5.022291421,6.25,3.225811655
3.705075954,6.200972109,5.031055901,3.573981415,5.300485388,3.334444815,3.077633318,3.450655625,5.022291421,6.25,3.225811655,4.499515629
6.200972109,5.031055901,3.573981415,5.300485388,3.334444815,3.077633318,3.450655625,5.022291421,6.25,3.225811655,4.499515629,3.571938848
5.031055901,3.573981415,5.300485388,3.334444815,3.077633318,3.450655625,5.022291421,6.25,3.225811655,4.499515629,3.571938848,3.100775194
3.573981415,5.300485388,3.334444815,3.077633318,3.450655625,5.022291421,6.25,3.225811655,4.499515629,3.571938848,3.100775194,3.618817853
5.300485388,3.334444815,3.077633318,3.450655625,5.022291421,6.25,3.225811655,4.499515629,3.571938848,3.100775194,3.618817853,4.764173416
3.334444815,3.077633318,3.450655625,5.022291421,6.25,3.225811655,4.499515629,3.571938848,3.100775194,3.618817853,4.764173416,5.517241379
3.077633318,3.450655625,5.022291421,6.25,3.225811655,4.499515629,3.571938848,3.100775194,3.618817853,4.764173416,5.517241379,3.009708738
3.450655625,5.022291421,6.25,3.225811655,4.499515629,3.571938848,3.100775194,3.618817853,4.764173416,5.517241379,3.009708738,3.758116715
5.022291421,6.25,3.225811655,4.499515629,3.571938848,3.100775194,3.618817853,4.764173416,5.517241379,3.009708738,3.758116715,3.4074419
6.25,3.225811655,4.499515629,3.571938848,3.100775194,3.618817853,4.764173416,5.517241379,3.009708738,3.758116715,3.4074419,3.125488358
3.225811655,4.499515629,3.571938848,3.100775194,3.618817853,4.764173416,5.517241379,3.009708738,3.758116715,3.4074419,3.125488358,3.30065605
4.499515629,3.571938848,3.100775194,3.618817853,4.764173416,5.517241379,3.009708738,3.758116715,3.4074419,3.125488358,3.30065605,4.597680235
3.571938848,3.100775194,3.618817853,4.764173416,5.517241379,3.009708738,3.758116715,3.4074419,3.125488358,3.30065605,4.597680235,5.848559802
3.100775194,3.618817853,4.764173416,5.517241379,3.009708738,3.758116715,3.4074419,3.125488358,3.30065605,4.597680235,5.848559802,3.334444815
3.618817853,4.764173416,5.517241379,3.009708738,3.758116715,3.4074419,3.125488358,3.30065605,4.597680235,5.848559802,3.334444815,3.358842386
4.764173416,5.517241379,3.009708738,3.758116715,3.4074419,3.125488358,3.30065605,4.597680235,5.848559802,3.334444815,3.358842386,3.334444815
5.517241379,3.009708738,3.758116715,3.4074419,3.125488358,3.30065605,4.597680235,5.848559802,3.334444815,3.358842386,3.334444815,3.184509522
3.009708738,3.758116715,3.4074419,3.125488358,3.30065605,4.597680235,5.848559802,3.334444815,3.358842386,3.334444815,3.184509522,3.334444815
3.758116715,3.4074419,3.125488358,3.30065605,4.597680235,5.848559802,3.334444815,3.358842386,3.334444815,3.184509522,3.334444815,3.816793893
3.4074419,3.125488358,3.30065605,4.597680235,5.848559802,3.334444815,3.358842386,3.334444815,3.184509522,3.334444815,3.816793893,4.819277108
3.125488358,3.30065605,4.597680235,5.848559802,3.334444815,3.358842386,3.334444815,3.184509522,3.334444815,3.816793893,4.819277108,3.115220281
3.30065605,4.597680235,5.848559802,3.334444815,3.358842386,3.334444815,3.184509522,3.334444815,3.816793893,4.819277108,3.115220281,4.464637524
4.597680235,5.848559802,3.334444815,3.358842386,3.334444815,3.184509522,3.334444815,3.816793893,4.819277108,3.115220281,4.464637524,3.244997296
5.848559802,3.334444815,3.358842386,3.334444815,3.184509522,3.334444815,3.816793893,4.819277108,3.115220281,4.464637524,3.244997296,3.125488358
3.334444815,3.358842386,3.334444815,3.184509522,3.334444815,3.816793893,4.819277108,3.115220281,4.464637524,3.244997296,3.125488358,3.533568905
3.358842386,3.334444815,3.184509522,3.334444815,3.816793893,4.819277108,3.115220281,4.464637524,3.244997296,3.125488358,3.533568905,3.968253968
3.334444815,3.184509522,3.334444815,3.816793893,4.819277108,3.115220281,4.464637524,3.244997296,3.125488358,3.533568905,3.968253968,5.020161598
3.184509522,3.334444815,3.816793893,4.819277108,3.115220281,4.464637524,3.244997296,3.125488358,3.533568905,3.968253968,5.020161598,3.032140691
3.334444815,3.816793893,4.819277108,3.115220281,4.464637524,3.244997296,3.125488358,3.533568905,3.968253968,5.020161598,3.032140691,4.162980562
3.816793893,4.819277108,3.115220281,4.464637524,3.244997296,3.125488358,3.533568905,3.968253968,5.020161598,3.032140691,4.162980562,3.175611305
4.819277108,3.115220281,4.464637524,3.244997296,3.125488358,3.533568905,3.968253968,5.020161598,3.032140691,4.162980562,3.175611305,3.077396523
3.115220281,4.464637524,3.244997296,3.125488358,3.533568905,3.968253968,5.020161598,3.032140691,4.162980562,3.175611305,3.077396523,3.64453558
4.464637524,3.244997296,3.125488358,3.533568905,3.968253968,5.020161598,3.032140691,4.162980562,3.175611305,3.077396523,3.64453558,4.159460394
3.244997296,3.125488358,3.533568905,3.968253968,5.020161598,3.032140691,4.162980562,3.175611305,3.077396523,3.64453558,4.159460394,5.291005291
3.125488358,3.533568905,3.968253968,5.020161598,3.032140691,4.162980562,3.175611305,3.077396523,3.64453558,4.159460394,5.291005291,3.334444815
3.533568905,3.968253968,5.020161598,3.032140691,4.162980562,3.175611305,3.077396523,3.64453558,4.159460394,5.291005291,3.334444815,4.291442694
