TNVt-12,TNVt-11,TNVt-10,TNVt-9,TNVt-8,TNVt-7,TNVt-6,TNVt-5,TNVt-4,TNVt-3,TNVt-2,TNVt-1
4.6787,4.303783333,4.2625,3.3298,4.0825,4.6318,4.8665,4.7335,4.32605,4.2705,3.3187,4.1353
4.303783333,4.2625,3.3298,4.0825,4.6318,4.8665,4.7335,4.32605,4.2705,3.3187,4.1353,4.5958
4.2625,3.3298,4.0825,4.6318,4.8665,4.7335,4.32605,4.2705,3.3187,4.1353,4.5958,4.9293
3.3298,4.0825,4.6318,4.8665,4.7335,4.32605,4.2705,3.3187,4.1353,4.5958,4.9293,4.687
4.0825,4.6318,4.8665,4.7335,4.32605,4.2705,3.3187,4.1353,4.5958,4.9293,4.687,4.3366
4.6318,4.8665,4.7335,4.32605,4.2705,3.3187,4.1353,4.5958,4.9293,4.687,4.3366,4.2559
4.8665,4.7335,4.32605,4.2705,3.3187,4.1353,4.5958,4.9293,4.687,4.3366,4.2559,3.3108
4.7335,4.32605,4.2705,3.3187,4.1353,4.5958,4.9293,4.687,4.3366,4.2559,3.3108,4.2408
4.32605,4.2705,3.3187,4.1353,4.5958,4.9293,4.687,4.3366,4.2559,3.3108,4.2408,4.4594
4.2705,3.3187,4.1353,4.5958,4.9293,4.687,4.3366,4.2559,3.3108,4.2408,4.4594,4.802
3.3187,4.1353,4.5958,4.9293,4.687,4.3366,4.2559,3.3108,4.2408,4.4594,4.802,4.5779
4.1353,4.5958,4.9293,4.687,4.3366,4.2559,3.3108,4.2408,4.4594,4.802,4.5779,4.274466667
4.5958,4.9293,4.687,4.3366,4.2559,3.3108,4.2408,4.4594,4.802,4.5779,4.274466667,4.2691
4.9293,4.687,4.3366,4.2559,3.3108,4.2408,4.4594,4.802,4.5779,4.274466667,4.2691,3.2599
4.687,4.3366,4.2559,3.3108,4.2408,4.4594,4.802,4.5779,4.274466667,4.2691,3.2599,4.2785
4.3366,4.2559,3.3108,4.2408,4.4594,4.802,4.5779,4.274466667,4.2691,3.2599,4.2785,4.2378
4.2559,3.3108,4.2408,4.4594,4.802,4.5779,4.274466667,4.2691,3.2599,4.2785,4.2378,4.3581
3.3108,4.2408,4.4594,4.802,4.5779,4.274466667,4.2691,3.2599,4.2785,4.2378,4.3581,4.4729
4.2408,4.4594,4.802,4.5779,4.274466667,4.2691,3.2599,4.2785,4.2378,4.3581,4.4729,4.08605
4.4594,4.802,4.5779,4.274466667,4.2691,3.2599,4.2785,4.2378,4.3581,4.4729,4.08605,4.212
4.802,4.5779,4.274466667,4.2691,3.2599,4.2785,4.2378,4.3581,4.4729,4.08605,4.212,3.05
