TNVt-12,TNVt-11,TNVt-10,TNVt-9,TNVt-8,TNVt-7,TNVt-6,TNVt-5,TNVt-4,TNVt-3,TNVt-2,TNVt-1
4.7519,3.848,3.6936,3.6041,4.1188,3.3734,4.5914,4.7976,3.9099,3.7072,3.6616,4.1851
3.848,3.6936,3.6041,4.1188,3.3734,4.5914,4.7976,3.9099,3.7072,3.6616,4.1851,3.2746
3.6936,3.6041,4.1188,3.3734,4.5914,4.7976,3.9099,3.7072,3.6616,4.1851,3.2746,4.6778
3.6041,4.1188,3.3734,4.5914,4.7976,3.9099,3.7072,3.6616,4.1851,3.2746,4.6778,4.848
4.1188,3.3734,4.5914,4.7976,3.9099,3.7072,3.6616,4.1851,3.2746,4.6778,4.848,4.0593
3.3734,4.5914,4.7976,3.9099,3.7072,3.6616,4.1851,3.2746,4.6778,4.848,4.0593,3.7664
4.5914,4.7976,3.9099,3.7072,3.6616,4.1851,3.2746,4.6778,4.848,4.0593,3.7664,3.7502
4.7976,3.9099,3.7072,3.6616,4.1851,3.2746,4.6778,4.848,4.0593,3.7664,3.7502,4.2329
3.9099,3.7072,3.6616,4.1851,3.2746,4.6778,4.848,4.0593,3.7664,3.7502,4.2329,3.3405
3.7072,3.6616,4.1851,3.2746,4.6778,4.848,4.0593,3.7664,3.7502,4.2329,3.3405,4.7383
3.6616,4.1851,3.2746,4.6778,4.848,4.0593,3.7664,3.7502,4.2329,3.3405,4.7383,4.897
4.1851,3.2746,4.6778,4.848,4.0593,3.7664,3.7502,4.2329,3.3405,4.7383,4.897,4.1013
3.2746,4.6778,4.848,4.0593,3.7664,3.7502,4.2329,3.3405,4.7383,4.897,4.1013,3.8437
4.6778,4.848,4.0593,3.7664,3.7502,4.2329,3.3405,4.7383,4.897,4.1013,3.8437,3.8078
4.848,4.0593,3.7664,3.7502,4.2329,3.3405,4.7383,4.897,4.1013,3.8437,3.8078,4.2916
4.0593,3.7664,3.7502,4.2329,3.3405,4.7383,4.897,4.1013,3.8437,3.8078,4.2916,3.3816
3.7664,3.7502,4.2329,3.3405,4.7383,4.897,4.1013,3.8437,3.8078,4.2916,3.3816,4.7807
3.7502,4.2329,3.3405,4.7383,4.897,4.1013,3.8437,3.8078,4.2916,3.3816,4.7807,4.8926
4.2329,3.3405,4.7383,4.897,4.1013,3.8437,3.8078,4.2916,3.3816,4.7807,4.8926,4.1013
3.3405,4.7383,4.897,4.1013,3.8437,3.8078,4.2916,3.3816,4.7807,4.8926,4.1013,3.8801
4.7383,4.897,4.1013,3.8437,3.8078,4.2916,3.3816,4.7807,4.8926,4.1013,3.8801,3.8078
4.897,4.1013,3.8437,3.8078,4.2916,3.3816,4.7807,4.8926,4.1013,3.8801,3.8078,4.2929
4.1013,3.8437,3.8078,4.2916,3.3816,4.7807,4.8926,4.1013,3.8801,3.8078,4.2929,3.3898
3.8437,3.8078,4.2916,3.3816,4.7807,4.8926,4.1013,3.8801,3.8078,4.2929,3.3898,4.8465
3.8078,4.2916,3.3816,4.7807,4.8926,4.1013,3.8801,3.8078,4.2929,3.3898,4.8465,4.7535
4.2916,3.3816,4.7807,4.8926,4.1013,3.8801,3.8078,4.2929,3.3898,4.8465,4.7535,4.0472
3.3816,4.7807,4.8926,4.1013,3.8801,3.8078,4.2929,3.3898,4.8465,4.7535,4.0472,3.7937
4.7807,4.8926,4.1013,3.8801,3.8078,4.2929,3.3898,4.8465,4.7535,4.0472,3.7937,3.7768
4.8926,4.1013,3.8801,3.8078,4.2929,3.3898,4.8465,4.7535,4.0472,3.7937,3.7768,4.2183
4.1013,3.8801,3.8078,4.2929,3.3898,4.8465,4.7535,4.0472,3.7937,3.7768,4.2183,3.2253
